ticket_id,created_at,resolved_at,status,priority,category,environment,assignee,reporter,team,department_requester,tag,sla_target_hours,resolution_hours,sla_breached,satisfaction_score,story_points,reopen_count,is_escalated,sprint
TKT-33446,2025-03-14 04:26,,In Progress,High,Change Request,Development,Kaio Santos,Eduardo Campos,Infra Team,TI,database,8,,,,2,0,Sim,Sprint 22
TKT-81144,2025-11-29 03:21,2025-11-29 17:21,In Review,Critical,Performance,Production,Lucas Ferreira,Paulo Rezende,Squad Gamma,TI,backend,4,14,Não,,2,0,Não,Sprint 2
TKT-37227,2025-06-25 19:12,,In Progress,High,Feature Request,Staging,Igor Alves,Paulo Rezende,QA Team,Jurídico,,8,,,,2,0,Sim,Sprint 22
TKT-47428,2025-04-03 05:59,2025-04-03 11:59,In Review,Low,Security,Staging,Lucas Ferreira,Paulo Rezende,QA Team,Comercial,performance,72,6,Não,,13,0,Não,Sprint 18
TKT-57040,2025-10-25 00:48,2025-10-25 05:48,Cancelled,Low,Change Request,Staging,  Yasmin Pereira,Flávia Melo,Infra Team,RH,autenticação,72,5,Sim,,2,0,Sim,Sprint 24
TKT-19823,2025-07-15 11:17,2025-07-15 21:17,Done,Medium,Security,Production,Helena Pinto,Simone Barros,Squad Gamma,Marketing,,24,10,Sim,,,0,Não,Sprint 7
TKT-56600,06/28/2025 02:45,2025-06-28 13:45,Done,High,Security,Production,Renata Teixeira,Raquel Torres,QA Team,Comercial,acesso,8,11,Não,,2,0,Não,Sprint 22
TKT-29769,2025-10-06 18:27,2025-10-07 02:27,Cancelled,Low,Security,Production,Samuel Ribeiro,Marcos Duarte,QA Team,Operações,relatório,72,8,Sim,,2,0,Não,Sprint 6
TKT-29814,2025-09-01 05:37,,Not Started,Low,Feature Request,Staging,Yasmin Pereira,Flávia Melo,QA Team,Financeiro,api,72,,,,8,0,Não,
TKT-21224,2025-09-15 10:32,,In Progress,Low,Performance,Development,  Lucas Ferreira,Raquel Torres,Infra Team,RH,database,72,,,3,1,2,Não,Sprint 10
TKT-35558,2025-05-19 12:30,2025-05-20 01:30,In Review,Critical,Change Request,Development,Kaio Santos,Marcos Duarte,Squad Gamma,Logística,integração,4,13,Sim,,5,0,Não,Sprint 8
TKT-43721,30/10/2025 08:42,,In Progress,HIGH,Performance,Homologation,Tatiane Gomes,Patricia Leal,Squad Gamma,Operações,backend,8,,,,1,2,Não,Sprint 22
TKT-23996,2025-09-25 18:18,2025-09-26 00:18,Done,Low,Security,Homologation,Lucas Ferreira,Marcos Duarte,Infra Team,Comercial,acesso,72,6,Sim,,,0,Não,Sprint 13
TKT-10649,03/31/2025 01:06,,Not Started,High,Performance,Staging,Carla Mendes,Marina Queiroz,QA Team,Operações,,8,,,,8,0,Não,Sprint 22
TKT-65085,2025-08-11 07:14,2025-08-11 20:14,Cancelled,Critical,Bug,Production,Mateus Oliveira,João Victor,Squad Gamma,RH,relatório,4,13,Sim,,,0,Não,Sprint 21
TKT-13885,2025-09-22 10:24,,In Progress,Low,Feature Request,Homologation,Pedro Henrique,Thiago Correia,QA Team,Financeiro,autenticação,72,,,,,0,Não,Sprint 2
TKT-55459,2025-11-24 19:55,2025-11-25 01:55,Done,Medium,Task,Staging,Kaio Santos,Nelson Cardoso,Infra Team,Logística,frontend,24,6,Sim,,3,0,Não,Sprint 3
TKT-68252,2025-05-24 07:21,,Not Started,Critical,Performance,Staging,Vinicius Araújo,Olivia Vaz,QA Team,Jurídico,frontend,4,,,,,1,Não,
TKT-75193,2025-06-21 19:23,2025-06-22 00:23,Done,Low,Change Request,Production,Lucas Ferreira,Thiago Correia,Infra Team,Logística,mobile,72,5,Sim,3,,0,Não,Sprint 15
TKT-55957,2025-02-16 14:01,2025-02-16 21:01,In Review,Medium,Performance,Production,Mateus Oliveira,Marina Queiroz,QA Team,Operações,autenticação,24,7,Não,,2,0,Sim,Sprint 2
TKT-47048,2025-12-11 10:42,2025-12-11 13:42,In Review,Low,Performance,Production,Diego Rocha,Caio Ramos,Squad Alpha,Jurídico,database,72,3,Não,,,0,Não,Sprint 22
TKT-76176,2025-10-21 06:40,2025-10-21 13:40,Done,Low,Bug,Development,Bruno Lima,Paulo Rezende,Squad Gamma,Comercial,mobile,72,7,Sim,,3,1,Sim,Sprint 16
TKT-48662,2025-07-24 07:24,2025-07-24 15:24,In Review,Low,Security,Homologation,Diego Rocha,Patricia Leal,Squad Alpha,Comercial,api,72,8,Sim,5,1,2,Não,Sprint 21
TKT-13501,2025-01-03 21:20,,Not Started,Critical,Bug,Staging,Diego Rocha,Flávia Melo,Infra Team,Logística,,4,,,,,0,Não,Sprint 2
TKT-27149,2025-01-08 10:29,,Not Started,High,Security,Homologation,Larissa Vieira,Marcos Duarte,Squad Alpha,RH,relatório,8,,,,,0,Não,
TKT-57461,2025-12-22 14:18,2025-12-22 19:18,Done,Low,Incident,Homologation,Helena Pinto,Olivia Vaz,Squad Alpha,Marketing,frontend,72,5,Sim,,3,0,Não,
TKT-56990,2025-11-13 23:10,2025-11-14 12:10,Done,Critical,Bug,Production,Carla Mendes,Ricardo Farias,QA Team,RH,database,4,13,Não,,2,1,Não,Sprint 23
TKT-77356,2025-01-17 22:55,2025-01-18 05:55,Cancelled,Medium,Task,Development,Gabriel Nunes,Paulo Rezende,QA Team,Financeiro,,24,7,Sim,,8,0,Não,Sprint 6
TKT-73247,2025-02-03 00:26,2025-02-03 10:26,In Review,Medium,Performance,Development,Samuel Ribeiro,Gustavo Nobre,Squad Gamma,Comercial,performance,24,10,Não,,1,1,Não,
TKT-79747,2025-03-19 19:35,2025-03-20 00:35,Cancelled,Low,Change Request,Development,Ana Souza,João Victor,QA Team,Jurídico,,72,5,Não,,3,0,Não,
TKT-28861,2025-09-28 06:26,,Not Started,Critical,Incident,Development,Natalia Costa,Patricia Leal,QA Team,Comercial,,4,,,,,0,Não,
TKT-37235,2025-05-01 19:25,2025-05-02 03:25,Cancelled,Medium,Change Request,Development,Julia Moraes,Débora Martins,QA Team,Comercial,integração,24,8,Não,,3,0,Sim,Sprint 22
TKT-71771,2025-12-11 18:22,,In Progress,High,Task,Homologation,Bruno Lima,Karen Azevedo,Infra Team,Jurídico,mobile,8,,,1,,0,Não,Sprint 24
TKT-91702,01/11/2025 21:23,,In Progress,Critical,Task,Development,Ana Souza,Ricardo Farias,Squad Gamma,Jurídico,,4,,,,1,0,Não,
TKT-43079,2025-07-24 19:57,,Not Started,Critical,Incident,Production,Vinicius Araújo,Karen Azevedo,Infra Team,RH,frontend,4,,,,2,0,Sim,Sprint 18
TKT-52000,2025-07-31 00:59,2025-07-31 04:59,In Review,Medium,Task,Production,  Natalia Costa,Leonardo Brito,Infra Team,RH,relatório,24,4,Sim,,,1,Não,Sprint 22
TKT-10582,2025-11-22 19:40,2025-11-23 06:40,Cancelled,Critical,Feature Request,Homologation,Larissa Vieira,Patricia Leal,QA Team,RH,performance,4,11,Não,,3,0,Não,Sprint 10
TKT-35075,11/08/2025 17:39,2025-11-09 04:39,Done,High,Task,Production,Ana Souza,Olivia Vaz,Infra Team,Marketing,database,8,11,Sim,,1,0,Não,Sprint 17
TKT-68861,2025-04-24 07:35,,In Progress,Critical,Task,Homologation,Gabriel Nunes,Eduardo Campos,Squad Alpha,TI,relatório,4,,,,1,0,Não,Sprint 24
TKT-36403,2025-11-16 08:56,2025-11-16 13:56,Done,Low,Bug,Staging,Lucas Ferreira,Raquel Torres,Squad Gamma,Financeiro,relatório,72,5,Não,,2,0,Sim,Sprint 18
TKT-77272,2025-10-31 05:02,2025-10-31 12:02,Done,Medium,Incident,Staging,Fernanda Castro,Leonardo Brito,Squad Gamma,Jurídico,autenticação,24,7,Não,4,8,0,Não,Sprint 18
TKT-88027,2025-01-26 05:10,2025-01-26 09:10,Done,Medium,Incident,Staging,Renata Teixeira,Simone Barros,Squad Gamma,TI,,24,4,Sim,,,0,Não,Sprint 8
TKT-93407,2025-11-20 23:28,2025-11-21 05:28,Done,Low,Security,Homologation,Renata Teixeira,Marcos Duarte,Squad Alpha,TI,autenticação,72,6,Sim,,,2,Não,
TKT-92278,05/03/2025 18:16,2025-05-04 04:16,Done,High,Performance,Development,Pedro Henrique,Marina Queiroz,QA Team,Operações,acesso,8,10,Sim,5,3,0,Não,
TKT-21269,2025-02-04 21:36,2025-02-05 05:36,In Review,Medium,Incident,Homologation,Fernanda Castro,Patricia Leal,Squad Alpha,Jurídico,integração,24,8,Não,5,,0,Não,Sprint 1
TKT-31570,01/11/2025 04:04,2025-01-11 10:04,Done,Low,Task,Staging,Lucas Ferreira,Ricardo Farias,Squad Gamma,Comercial,integração,72,6,Não,,,0,Não,Sprint 23
TKT-67392,2025-10-23 07:32,,Not Started,Low,Performance,Homologation,Ana Souza,Isabel Freitas,Infra Team,Jurídico,api,72,,,,8,0,Não,Sprint 8
TKT-45872,2025-09-01 22:36,,Not Started,Critical,Task,Development,Diego Rocha,Leonardo Brito,Squad Gamma,Comercial,relatório,4,,,,,0,Não,Sprint 14
TKT-90666,2025-09-25 07:02,2025-09-25 15:02,Cancelled,High,Security,Production,Renata Teixeira,Karen Azevedo,Squad Alpha,Marketing,,8,8,Sim,,13,0,Não,Sprint 8
TKT-48413,2025-07-08 20:14,2025-07-09 02:14,In Review,Low,Feature Request,Staging,Julia Moraes,Amanda Silva,Squad Alpha,Comercial,frontend,72,6,Sim,,,0,Não,Sprint 19
TKT-52187,2025-10-03 19:37,,Not Started,Medium,Security,Staging,Samuel Ribeiro,Gustavo Nobre,Squad Gamma,Logística,,24,,,,,3,Não,Sprint 3
TKT-49305,16/01/2025 00:00,2025-01-16 09:00,Cancelled,High,Security,Production,Helena Pinto,Simone Barros,QA Team,RH,frontend,8,9,Sim,,13,1,Não,Sprint 17
TKT-32193,2025-08-24 00:52,2025-08-24 04:52,In Review,Low,Feature Request,Production,Larissa Vieira,Thiago Correia,Squad Alpha,RH,performance,72,4,Não,,,0,Sim,
TKT-66149,2025-06-20 19:17,,Not Started,High,Change Request,Staging,Pedro Henrique,Caio Ramos,Squad Alpha,Financeiro,frontend,8,,,4,,0,Não,
TKT-23486,2025-10-14 16:08,2025-10-15 14:08,Cancelled,Critical,Bug,Staging,Kaio Santos,João Victor,Infra Team,Marketing,relatório,4,22,Sim,,3,0,Não,Sprint 20
TKT-55477,20/02/2025 18:30,2025-02-21 09:30,Cancelled,High,Task,Homologation,Fernanda Castro,Raquel Torres,Squad Alpha,Jurídico,,8,15,Não,,,0,Não,Sprint 19
TKT-43661,2025-11-22 13:54,2025-11-23 02:54,Done,Critical,Performance,Homologation,Larissa Vieira,Flávia Melo,Squad Alpha,TI,backend,4,13,Não,,8,0,Não,Sprint 23
TKT-47109,2025-11-12 19:31,,Not Started,Low,Incident,Homologation,Carla Mendes,Marina Queiroz,Squad Gamma,TI,autenticação,72,,,,3,0,Não,Sprint 20
TKT-34407,31/07/2025 17:41,,In Progress,Low,Task,Staging,Natalia Costa,Patricia Leal,Squad Gamma,Marketing,database,72,,,,5,0,Não,Sprint 14
TKT-23571,15/01/2025 18:55,,Not Started,High,Change Request,Homologation,Yasmin Pereira,Nelson Cardoso,QA Team,Jurídico,,8,,,,,0,Não,Sprint 6
TKT-71489,2025-04-25 17:11,,Not Started,Critical,Task,Production,Tatiane Gomes,Flávia Melo,Squad Gamma,Financeiro,,4,,,4,1,0,Não,Sprint 21
TKT-37354,2025-03-22 17:01,,Not Started,Medium,Task,Development,Julia Moraes,João Victor,QA Team,Logística,integração,24,,,4,,0,Não,Sprint 16
TKT-52514,2025-06-03 21:42,2025-06-04 03:42,Done,low,Incident,Staging,Samuel Ribeiro,Thiago Correia,QA Team,TI,backend,72,6,Não,,1,0,Não,Sprint 3
TKT-39477,2025-12-23 19:06,,In Progress,Critical,Bug,Development,Tatiane Gomes,Simone Barros,QA Team,Marketing,performance,4,,,,13,1,Não,Sprint 1
TKT-69635,2025-11-27 18:13,2025-11-28 04:13,Done,High,Security,Production,Samuel Ribeiro,Caio Ramos,Squad Alpha,Operações,relatório,8,10,Sim,,,0,Não,Sprint 2
TKT-93134,2025-12-20 11:27,,Not Started,High,Feature Request,Staging,Renata Teixeira,Isabel Freitas,QA Team,Financeiro,performance,8,,,,,0,Não,Sprint 14
TKT-32592,2025-03-14 15:08,2025-03-14 23:08,Cancelled,medum,Feature Request,Homologation,Helena Pinto,Nelson Cardoso,Squad Alpha,Jurídico,frontend,24,8,Sim,5,,0,Sim,Sprint 5
TKT-25907,2025-09-19 02:02,,In Progress,Critical,Task,Homologation,  Julia Moraes,Marina Queiroz,Squad Alpha,Operações,mobile,4,,,5,,0,Não,Sprint 1
TKT-58357,2025-01-10 15:45,2025-01-11 12:45,Done,Critical,Bug,Production,Vinicius Araújo,Isabel Freitas,Infra Team,Marketing,,4,21,Não,,5,0,Não,Sprint 13
TKT-76034,2025-07-12 13:51,,In Progress,Medium,Performance,Production,Bruno Lima,João Victor,Infra Team,Logística,autenticação,24,,,,5,0,Não,Sprint 24
TKT-31142,2025-02-04 07:05,2025-02-04 12:05,In Review,Low,Task,Development,Ana Souza,Olivia Vaz,Squad Gamma,Financeiro,api,72,5,Sim,,,0,Não,Sprint 19
TKT-78612,2025-01-16 03:31,2025-01-16 07:31,Cancelled,Medium,Change Request,Development,Pedro Henrique,Raquel Torres,QA Team,Comercial,performance,24,4,Não,,13,0,Não,
TKT-61186,2025-10-19 05:39,2025-10-19 17:39,In Review,High,Bug,Homologation,Ana Souza,Nelson Cardoso,Infra Team,Marketing,database,8,12,Não,,1,2,Não,Sprint 18
TKT-40166,26/05/2025 21:51,2025-05-27 03:51,In Review,Low,Change Request,Development,Larissa Vieira,Eduardo Campos,Squad Gamma,Comercial,autenticação,72,6,Não,,,1,Não,
TKT-49873,2025-03-02 20:59,2025-03-03 00:59,Done,Medium,Performance,Homologation,Ana Souza,Isabel Freitas,Squad Gamma,RH,acesso,24,4,Não,2,,3,Sim,
TKT-34912,2025-08-29 16:14,2025-08-30 04:14,Done,High,Incident,Staging,Julia Moraes,Flávia Melo,QA Team,RH,frontend,8,12,Sim,,5,0,Não,Sprint 22
TKT-27077,05/08/2025 18:59,2025-05-08 22:59,Done,Low,Security,Production,Kaio Santos,Débora Martins,Squad Gamma,Logística,acesso,72,4,Sim,4,13,0,Sim,Sprint 18
TKT-75512,30/01/2025 07:02,,Not Started,High,Incident,Staging,Gabriel Nunes,Leonardo Brito,Squad Gamma,Marketing,,8,,,4,,0,Não,Sprint 21
TKT-37465,2025-12-04 05:57,,Not Started,Medium,Security,Development,Larissa Vieira,Ricardo Farias,QA Team,Jurídico,acesso,24,,,,,0,Não,Sprint 1
TKT-95530,2025-09-25 13:13,2025-09-26 03:13,Done,Critical,Bug,Development,Samuel Ribeiro,Patricia Leal,Squad Gamma,Operações,performance,4,14,Sim,4,3,2,Não,
TKT-85198,2025-10-23 11:03,,Not Started,Medium,Incident,Staging,Julia Moraes,Patricia Leal,Squad Alpha,Marketing,autenticação,24,,,4,,0,Não,
TKT-76233,2025-07-05 21:42,2025-07-06 03:42,In Review,Medium,Feature Request,Development,Natalia Costa,Karen Azevedo,Squad Alpha,Operações,autenticação,24,6,Não,,,0,Não,
TKT-85298,2025-12-11 18:26,2025-12-12 01:26,Done,Medium,Task,Production,Ana Souza,Marcos Duarte,Squad Alpha,Marketing,database,24,7,Não,4,5,0,Não,Sprint 23
TKT-86530,2025-06-23 11:21,2025-06-23 18:21,Done,High,Security,Development,Bruno Lima,Amanda Silva,Squad Alpha,TI,relatório,8,7,Não,,8,0,Não,Sprint 4
TKT-28542,2025-01-12 20:46,2025-01-13 15:46,Cancelled,Critical,Feature Request,Homologation,Bruno Lima,Gustavo Nobre,Squad Gamma,Financeiro,frontend,4,19,Sim,,,1,Não,Sprint 1
TKT-59368,03/12/2025 07:03,2025-03-12 17:03,Done,Critical,Performance,Homologation,Natalia Costa,Amanda Silva,Squad Gamma,Comercial,performance,4,10,Não,2,13,0,Não,Sprint 9
TKT-27415,2025-05-08 20:56,,In Progress,Low,Change Request,Homologation,Helena Pinto,Karen Azevedo,Squad Alpha,RH,backend,72,,,,13,1,Não,
TKT-72183,2025-01-16 06:52,2025-01-16 15:52,In Review,Critcal,Change Request,Homologation,Carla Mendes,Simone Barros,Squad Gamma,Operações,integração,4,9,Não,,5,1,Não,Sprint 24
TKT-14535,2025-03-21 04:30,2025-03-21 16:30,Done,HIGH,Change Request,Development,Fernanda Castro,Marina Queiroz,Squad Alpha,Marketing,database,8,12,Não,,3,0,Sim,
TKT-18195,11/10/2025 21:29,,Not Started,Medium,Incident,Homologation,Kaio Santos,Karen Azevedo,Squad Gamma,Logística,backend,24,,,4,1,0,Não,
TKT-55640,2025-05-30 16:38,,In Progress,Critical,Change Request,Homologation,Natalia Costa,Flávia Melo,QA Team,TI,acesso,4,,,,,0,Não,
TKT-89114,2025-08-12 12:40,,Not Started,Low,Task,Homologation,Pedro Henrique,Paulo Rezende,QA Team,Comercial,autenticação,72,,,,,0,Não,Sprint 1
TKT-96839,2025-12-07 09:12,2025-12-07 15:12,Done,High,Change Request,Staging,Ana Souza,Simone Barros,Squad Alpha,TI,,8,6,Sim,,8,0,Não,Sprint 21
TKT-65688,2025-02-04 02:20,2025-02-04 10:20,Done,Medium,Incident,Homologation,Diego Rocha,Caio Ramos,Squad Alpha,Comercial,acesso,24,8,Não,,,1,Não,Sprint 13
TKT-83318,2025-09-02 22:19,2025-09-03 01:19,Done,Medium,Performance,Production,Kaio Santos,Simone Barros,Squad Alpha,Comercial,acesso,24,3,Não,,2,0,Não,
TKT-84953,2025-06-14 05:35,2025-06-14 16:35,Done,Critical,Incident,Production,Fernanda Castro,Nelson Cardoso,Infra Team,RH,backend,4,11,Sim,,5,0,Não,Sprint 1
TKT-66880,2025-10-09 14:50,,Not Started,Medium,Security,Staging,Vinicius Araújo,Gustavo Nobre,Squad Alpha,Operações,frontend,24,,,,1,0,Não,
TKT-99868,2025-04-27 15:08,2025-04-27 23:08,In Review,Low,Performance,Staging,Julia Moraes,Marina Queiroz,Infra Team,Comercial,integração,72,8,Sim,,,0,Não,
TKT-27386,2025-10-14 21:16,2025-10-15 11:16,Done,High,Security,Development,Renata Teixeira,Isabel Freitas,Infra Team,Jurídico,,8,14,Sim,,1,3,Não,
TKT-43120,2025-07-02 11:05,,In Progress,Medium,Task,Development,Pedro Henrique,Flávia Melo,Squad Gamma,Logística,,24,,,,,0,Não,Sprint 5
TKT-47354,2025-10-21 23:03,2025-10-22 02:03,Done,Low,Change Request,Development,Samuel Ribeiro,Marcos Duarte,Infra Team,RH,frontend,72,3,Sim,,2,0,Não,Sprint 11
TKT-17871,2025-11-26 10:37,,In Progress,Critical,Incident,Development,Kaio Santos,Thiago Correia,Squad Gamma,Jurídico,,4,,,,8,0,Não,
TKT-95275,2025-09-13 18:41,,In Progress,Medium,Feature Request,Homologation,Lucas Ferreira,Leonardo Brito,Infra Team,Logística,acesso,24,,,,13,1,Não,
TKT-44323,2025-08-14 10:36,2025-08-14 16:36,Done,Medium,Performance,Production,Renata Teixeira,Thiago Correia,Squad Alpha,Operações,integração,24,6,Não,,5,0,Não,
TKT-13449,2025-03-19 11:35,,In Progress,High,Incident,Development,Renata Teixeira,Karen Azevedo,QA Team,RH,,8,,,,13,0,Não,
TKT-68954,2025-07-19 23:30,2025-07-20 10:30,Done,Medium,Security,Production,Bruno Lima,Leonardo Brito,Squad Alpha,Financeiro,backend,24,11,Sim,4,2,0,Não,Sprint 8
TKT-25980,2025-12-02 23:54,,Not Started,Critical,Incident,Production,Igor Alves,João Victor,Squad Alpha,Operações,,4,,,,13,0,Sim,Sprint 1
TKT-51174,2025-02-07 20:54,2025-02-08 06:54,In Review,Critical,Performance,Production,Helena Pinto,Raquel Torres,Squad Gamma,TI,relatório,4,10,Não,4,3,0,Não,
TKT-52277,2025-04-08 13:07,,In Progress,High,Change Request,Staging,Lucas Ferreira,Leonardo Brito,Squad Alpha,RH,backend,8,,,,13,0,Não,
TKT-81704,2025-03-24 22:36,2025-03-25 00:36,In Review,Low,Security,Homologation,Carla Mendes,Olivia Vaz,QA Team,Jurídico,api,72,2,Não,,2,1,Não,Sprint 10
TKT-97017,2025-05-15 05:08,2025-05-15 12:08,Done,Medium,Incident,Homologation,Igor Alves,Olivia Vaz,Squad Gamma,RH,database,24,7,Sim,,8,0,Não,
TKT-13520,2025-11-12 15:23,2025-11-13 05:23,In Review,High,Task,Staging,Mateus Oliveira,Karen Azevedo,Squad Gamma,Operações,performance,8,14,Sim,,8,0,Não,Sprint 18
TKT-95569,2025-06-01 02:52,2025-06-01 14:52,Done,Critical,Feature Request,Production,Vinicius Araújo,Caio Ramos,Infra Team,Financeiro,backend,4,12,Sim,,,1,Não,Sprint 22
TKT-83523,2025-05-14 00:46,2025-05-14 02:46,Done,Low,Security,Staging,Fernanda Castro,Isabel Freitas,Squad Gamma,Financeiro,,72,2,Não,,1,1,Não,Sprint 5
TKT-67239,2025-03-08 08:21,2025-03-08 20:21,Cancelled,Critical,Performance,Staging,Lucas Ferreira,Simone Barros,QA Team,Logística,autenticação,4,12,Não,5,2,0,Não,Sprint 17
TKT-78832,2025-04-02 16:51,2025-04-02 23:51,Done,Medium,Bug,Production,Igor Alves,Eduardo Campos,Squad Gamma,Logística,api,24,7,Não,,1,3,Não,Sprint 23
TKT-32028,2025-08-08 06:55,,In Progress,Medium,Security,Production,Julia Moraes,Patricia Leal,Squad Alpha,RH,api,24,,,,,0,Não,Sprint 2
TKT-66243,2025-04-12 03:19,2025-04-12 09:19,Done,Low,Bug,Development,Tatiane Gomes,Thiago Correia,Squad Alpha,TI,,72,6,Não,,3,0,Não,Sprint 21
TKT-16630,2025-06-22 20:12,,In Progress,High,Performance,Production,Igor Alves,Eduardo Campos,QA Team,TI,,8,,,4,5,3,Sim,Sprint 21
TKT-65768,2025-06-14 13:21,,Not Started,Low,Incident,Homologation,Bruno Lima,Marina Queiroz,Squad Alpha,Financeiro,,72,,,3,,0,Não,
TKT-73628,01/03/2025 20:51,2025-01-04 01:51,In Review,High,Security,Production,Ana Souza,Leonardo Brito,Squad Gamma,TI,autenticação,8,5,Sim,,,0,Não,Sprint 6
TKT-96156,2025-10-03 04:23,2025-10-03 08:23,Cancelled,Low,Performance,Production,Larissa Vieira,Paulo Rezende,Infra Team,TI,api,72,4,Sim,,8,0,Não,Sprint 1
TKT-15580,2025-01-11 23:10,,In Progress,Low,Feature Request,Production,Lucas Ferreira,Patricia Leal,Squad Alpha,TI,integração,72,,,4,13,0,Não,
TKT-18869,2025-03-09 06:00,2025-03-09 20:00,Done,High,Change Request,Staging,Ana Souza,Thiago Correia,Squad Gamma,Logística,backend,8,14,Não,,1,0,Não,Sprint 13
TKT-18035,2025-10-27 06:46,2025-10-27 16:46,Cancelled,High,Security,Homologation,Gabriel Nunes,Marcos Duarte,Squad Alpha,Operações,frontend,8,10,Sim,3,2,1,Não,Sprint 21
TKT-31068,2025-11-12 09:14,2025-11-12 15:14,Done,High,Task,Development,Pedro Henrique,Patricia Leal,Squad Alpha,Jurídico,acesso,8,6,Não,,5,0,Sim,
TKT-33813,2025-08-29 06:21,,Not Started,Medium,Performance,Staging,  Natalia Costa,Ricardo Farias,Infra Team,Operações,integração,24,,,,5,0,Não,Sprint 3
TKT-15712,2025-06-24 09:10,2025-06-24 16:10,Cancelled,Low,Performance,Staging,Lucas Ferreira,Isabel Freitas,Infra Team,TI,performance,72,7,Sim,,1,0,Não,Sprint 7
TKT-47914,2025-11-02 20:12,2025-11-03 01:12,Done,High,Change Request,Production,Igor Alves,Marina Queiroz,Squad Alpha,Operações,autenticação,8,5,Não,,2,0,Sim,
TKT-49462,2025-12-26 04:12,2025-12-26 06:12,Done,Low,Change Request,Homologation,Pedro Henrique,Gustavo Nobre,QA Team,Logística,database,72,2,Não,,2,0,Não,Sprint 11
TKT-45636,2025-10-25 19:36,,In Progress,High,Task,Staging,Carla Mendes,Karen Azevedo,Infra Team,Jurídico,,8,,,,8,0,Não,Sprint 6
TKT-43499,2025-10-27 17:09,2025-10-28 03:09,Done,High,Bug,Homologation,Renata Teixeira,Gustavo Nobre,Squad Gamma,Operações,acesso,8,10,Não,,3,0,Não,Sprint 18
TKT-93495,2025-05-09 14:49,2025-05-09 16:49,In Review,Medium,Performance,Production,  Carla Mendes,Flávia Melo,Squad Alpha,Operações,performance,24,2,Sim,,1,0,Não,
TKT-27145,06/06/2025 19:05,2025-06-07 00:05,Done,medum,Performance,Homologation,Renata Teixeira,Karen Azevedo,Squad Alpha,Jurídico,integração,24,5,Sim,,1,1,Não,Sprint 14
TKT-31319,2025-04-15 20:50,2025-04-16 06:50,In Review,Medium,Feature Request,Production,  Yasmin Pereira,Patricia Leal,Infra Team,RH,,24,10,Não,,3,0,Não,Sprint 24
TKT-14134,2025-12-01 20:43,2025-12-02 01:43,In Review,Low,Security,Homologation,Carla Mendes,Amanda Silva,QA Team,Marketing,integração,72,5,Não,5,,0,Não,Sprint 18
TKT-86772,2025-03-25 11:22,,In Progress,High,Bug,Production,Yasmin Pereira,Leonardo Brito,Infra Team,Logística,performance,8,,,,,0,Não,Sprint 14
TKT-27663,2025-04-13 22:51,,In Progress,Medium,Security,Development,  Vinicius Araújo,Marina Queiroz,Infra Team,Jurídico,relatório,24,,,,2,0,Não,Sprint 4
TKT-76935,2025-01-02 03:49,2025-01-02 06:49,Done,Low,Change Request,Production,Tatiane Gomes,Patricia Leal,Squad Alpha,Jurídico,mobile,72,3,Não,,2,1,Não,Sprint 16
TKT-57771,2025-07-17 15:41,2025-07-18 00:41,Cancelled,Medium,Feature Request,Staging,Gabriel Nunes,Patricia Leal,Infra Team,Jurídico,backend,24,9,Não,,13,0,Não,Sprint 7
TKT-50384,2025-11-06 05:53,,Not Started,Low,Incident,Homologation,Natalia Costa,Patricia Leal,Squad Gamma,TI,,72,,,,,0,Não,Sprint 6
TKT-74016,2025-01-21 01:07,2025-01-21 09:07,Done,Medium,Incident,Staging,Mateus Oliveira,João Victor,Infra Team,RH,,24,8,Não,4,5,0,Não,Sprint 6
TKT-77410,2025-12-13 22:48,2025-12-14 04:48,In Review,Low,Bug,Development,Igor Alves,Amanda Silva,Infra Team,Jurídico,performance,72,6,Sim,5,,1,Não,Sprint 3
TKT-56873,2025-09-14 11:14,2025-09-14 18:14,In Review,Medium,Change Request,Staging,Diego Rocha,Karen Azevedo,Squad Gamma,TI,api,24,7,Não,,8,0,Não,Sprint 18
TKT-78877,16/08/2025 17:32,2025-08-16 23:32,Done,Hig,Performance,Development,Helena Pinto,Olivia Vaz,Squad Alpha,Financeiro,integração,8,6,Sim,5,13,0,Não,
TKT-22459,06/25/2025 01:20,,In Progress,High,Task,Staging,Mateus Oliveira,Marina Queiroz,Infra Team,Jurídico,integração,8,,,2,1,1,Sim,Sprint 22
TKT-14211,2025-07-18 00:16,2025-07-18 07:16,Cancelled,Low,Incident,Homologation,Julia Moraes,Nelson Cardoso,Squad Alpha,Jurídico,integração,72,7,Sim,,13,0,Não,Sprint 24
TKT-38137,12/27/2025 11:20,2025-12-27 23:20,In Review,High,Bug,Production,Igor Alves,Karen Azevedo,Squad Gamma,RH,,8,12,Não,,1,0,Não,Sprint 16
TKT-64226,2025-08-01 12:40,2025-08-01 17:40,Done,Low,Bug,Development,Renata Teixeira,Flávia Melo,QA Team,Logística,backend,72,5,Não,,3,0,Não,Sprint 13
TKT-94345,06/03/2025 05:12,2025-06-03 22:12,In Review,Critical,Task,Homologation,Mateus Oliveira,Ricardo Farias,QA Team,Comercial,api,4,17,Não,,8,0,Não,
TKT-13103,2025-03-05 23:05,2025-03-06 21:05,Cancelled,Critical,Incident,Staging,Natalia Costa,Débora Martins,Squad Alpha,Logística,,4,22,Não,4,,0,Sim,Sprint 4
